기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 제주
기간 : 20160101~20200928

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2016-05-20,184,19.9,15.4,24
2016-05-21,184,20.8,18.2,23.8
2016-05-22,184,21,18.7,23.3
2016-05-23,184,23.1,19.6,28
2016-05-24,184,18.6,16.6,22.5
2016-05-25,184,19,15.7,22.3
2016-05-26,184,20.7,17.7,23.6
2016-05-27,184,19.3,17.5,23
2016-05-28,184,18.6,17.1,22.2
2016-05-29,184,17.5,16.4,19.8
2016-05-30,184,20.3,15.7,24.9
2016-05-31,184,20.7,17.2,25.3
2016-06-01,184,20,17.9,22.3
2016-06-02,184,20,16.7,23.4
2016-06-03,184,22.8,17.1,28.8
2016-06-04,184,18.6,17.1,23.8
2016-06-05,184,19.8,17.2,21.8
2016-06-06,184,18.6,17.8,20.1
2016-06-07,184,20,18.8,23.9
2016-06-08,184,20,18.8,22.1
2016-06-09,184,20.8,19.4,23.9
2016-06-10,184,23.2,19.1,27.1
2016-06-11,184,24,20.3,29.3
2016-06-12,184,22.5,20.2,24.7
2016-06-13,184,21.8,20.2,24.8
2016-06-14,184,21.8,19.8,25.1
2016-06-15,184,23.3,19.8,26.5
2016-06-16,184,21.8,20.5,24
2016-06-17,184,22.4,19.7,25.9
2016-06-18,184,22.9,19.9,25.3
2016-06-19,184,24.8,23,28.2
2016-06-20,184,23.9,22.3,26.5
2016-06-21,184,23.9,21.4,26.3
2016-06-22,184,23.8,21.3,27
2016-06-23,184,24.8,21.4,29.2
2016-06-24,184,24.9,22.2,30.2
2016-06-25,184,23.5,21.7,27.6
2016-06-26,184,24,21.9,27.1
2016-06-27,184,20.4,18.3,22.5
2016-06-28,184,21,19.1,23.4
2016-06-29,184,22.2,20.1,25.1
2016-06-30,184,24.9,21.4,28.4
2016-07-01,184,27.3,23.4,29.6
2016-07-02,184,25.2,22.5,29.6
2016-07-03,184,23.7,22.3,28.8
2016-07-04,184,29.1,24.5,34
2016-07-05,184,30.8,26.2,34.4
2016-07-06,184,28.1,25.1,32.5
2016-07-07,184,26.9,24.1,32.5
2016-07-08,184,25.6,24,27.2
2016-07-09,184,25,22.7,28.4
2016-07-10,184,24.2,22.5,25.7
2016-07-11,184,23.9,22.9,25.1
2016-07-12,184,24.6,22.5,27.2
2016-07-13,184,26.6,25.1,30.1
2016-07-14,184,25.9,23.9,29.1
2016-07-15,184,26.7,22.8,30.8
2016-07-16,184,26.3,24.3,30.9
2016-07-17,184,25.6,24.1,28.8
2016-07-18,184,25.4,23.6,27.7
2016-07-19,184,28,25,31.9
2016-07-20,184,28,26.2,31.7
2016-07-21,184,28.5,26,31.3
2016-07-22,184,28.4,25.9,31.6
2016-07-23,184,28.5,25.9,32.4
2016-07-24,184,28.5,26,30.9
2016-07-25,184,28.6,26.1,31.3
2016-07-26,184,29.1,27,31.9
2016-07-27,184,29.8,27.4,33.1
2016-07-28,184,30.1,28.2,35.5
2016-07-29,184,30.1,28.2,32.6
2016-07-30,184,30.4,28.4,34
2016-07-31,184,29.6,27.8,31.9
2016-08-01,184,29.6,27.3,32.6
2016-08-02,184,29.2,27.3,31.8
2016-08-03,184,27.8,25.7,29.5
2016-08-04,184,28.8,26.6,33.2
2016-08-05,184,28.4,26.5,31.2
2016-08-06,184,28.7,26.4,32.5
2016-08-07,184,29,25.9,33.9
2016-08-08,184,29.1,26.9,32.2
2016-08-09,184,29.3,27.1,31.4
2016-08-10,184,29.1,27.6,31.9
2016-08-11,184,30.2,26.9,33.1
2016-08-12,184,30.5,27.8,34.4
2016-08-13,184,30.5,27.8,33.8
2016-08-14,184,30.6,27.8,33.9
2016-08-15,184,30.5,28,33.8
2016-08-16,184,30,27.2,33.1
2016-08-17,184,29,25.5,33.2
2016-08-18,184,29.6,27.1,31.9
2016-08-19,184,28.7,26.9,31.4
2016-08-20,184,28.8,26.6,31.8
2016-08-21,184,28.7,26.3,31.3
2016-08-22,184,29.4,27.9,31.6
2016-08-23,184,29,27.1,31.2
2016-08-24,184,28,26.4,29.8
2016-08-25,184,28.1,26.5,30.6
2016-08-26,184,28.2,26,31.7
2016-08-27,184,24.7,22.4,26.3
2016-08-28,184,22.8,19.9,25.3
2016-08-29,184,24.1,22.2,27.3
2016-08-30,184,25.3,22.9,28
2016-08-31,184,26.4,23.5,29.8
2016-09-01,184,27.1,21.7,33
2016-09-02,184,23.2,21.9,24.5
2016-09-03,184,24.5,22.6,26.7
2016-09-04,184,26.3,24.1,28.8
2016-09-05,184,26.1,24.5,29.2
2016-09-06,184,24.9,23.1,27.1
2016-09-07,184,24.5,23.2,26.7
2016-09-08,184,25,21.7,27.8
2016-09-09,184,25.1,23.1,28.1
2016-09-10,184,24.1,21.9,26.6
2016-09-11,184,24.7,22.9,26.9
2016-09-12,184,23,20.8,24.9
2016-09-13,184,24.4,21.4,27
2016-09-14,184,23.6,22.4,26.3
2016-09-15,184,24.2,22.4,27
2016-09-16,184,24.8,22.9,26.4
2016-09-17,184,26.8,24.7,30.2
2016-09-18,184,24.1,21.6,27
2016-09-19,184,22,20.7,22.9
2016-09-20,184,22.4,20.7,24.6
2016-09-21,184,22,19.6,24.6
2016-09-22,184,22,19.8,24.8
2016-09-23,184,22,18.9,24.9
2016-09-24,184,22.8,20.6,25
2016-09-25,184,23.4,20.6,25.1
2016-09-26,184,24.2,23.5,25.6
2016-09-27,184,25,22.9,28.2
2016-09-28,184,23.1,22.2,24.7
2016-09-29,184,21.6,20.5,22.7
2016-09-30,184,21.1,20.4,22.2
2016-10-01,184,22.7,21.5,25.3
2016-10-02,184,26.5,21.7,32.1
2016-10-03,184,25.7,23.6,29.3
2016-10-04,184,23.8,21.8,26.5
2016-10-05,184,22.6,20.4,26.5
2016-10-06,184,21.9,19.9,24.7
2016-10-07,184,22.8,21.3,25
2016-10-08,184,21.8,17.3,26.6
2016-10-09,184,17.5,15.8,19.5
2016-10-10,184,18.5,15.6,21.4
2016-10-11,184,19,17.5,20.8
2016-10-12,184,19.6,17.4,21.9
2016-10-13,184,19.9,18.2,22.3
2016-10-14,184,20.6,18.7,24
2016-10-15,184,20.5,17.9,24.5
2016-10-16,184,21.8,19.8,23.6
2016-10-17,184,21.6,19.4,24.4
2016-10-18,184,20.7,19.2,22.3
2016-10-19,184,21.1,19.9,23
2016-10-20,184,20.3,18.3,21.3
2016-10-21,184,19.6,18.7,21.3
2016-10-22,184,18.8,18.3,19.3
2016-10-23,184,19.1,17.4,21.9
2016-10-24,184,19,17.2,21.7
2016-10-25,184,19.8,17,25.9
2016-10-26,184,17.3,15.1,20.8
2016-10-27,184,19.4,15.5,23.2
2016-10-28,184,18.7,16.6,21.7
2016-10-29,184,14.8,13,17
2016-10-30,184,14.1,12.2,16.6
2016-10-31,184,14.7,13.5,16.8
2016-11-01,184,10.9,9.8,13.7
2016-11-02,184,11.5,9.3,14
2016-11-03,184,13.7,10.6,17.7
2016-11-04,184,14.5,10.8,19.5
2016-11-05,184,16.8,11.6,22.9
2016-11-06,184,17.4,13.3,21.3
2016-11-07,184,18.1,15.8,21.7
2016-11-08,184,12.6,10.5,17.7
2016-11-09,184,10.6,7.8,12.3
2016-11-10,184,13.1,10.9,15.2
2016-11-11,184,14.5,11.3,18.3
2016-11-12,184,15.5,9.7,20.2
2016-11-13,184,17.4,14.5,21.9
2016-11-14,184,18.7,16.7,23.2
2016-11-15,184,13.8,10.3,16.8
2016-11-16,184,13,8.4,16.6
2016-11-17,184,15.8,11.8,19.6
2016-11-18,184,19.3,15.5,22.6
2016-11-19,184,17.9,17.3,20.4
2016-11-20,184,16.7,15.2,17.8
2016-11-21,184,17.4,15.9,19.4
2016-11-22,184,11.4,8.3,16.9
2016-11-23,184,8.4,7.5,10.6
2016-11-24,184,7.5,6.7,8.8
2016-11-25,184,9.3,7.4,11.7
2016-11-26,184,10.6,7.2,13.7
2016-11-27,184,11.6,10.3,12.9
2016-11-28,184,10.1,8.6,11.7
2016-11-29,184,9.8,8,12
2016-11-30,184,13,10.1,16.4
2016-12-01,184,11.8,8.5,13.9
2016-12-02,184,8.5,6.2,11.6
2016-12-03,184,9.5,5.9,14.1
2016-12-04,184,12,8.1,14.5
2016-12-05,184,13.2,10.8,16
2016-12-06,184,7.4,4.7,10.9
2016-12-07,184,10,4.7,13.9
2016-12-08,184,11.1,6.7,14.9
2016-12-09,184,10.3,7.1,14.4
2016-12-10,184,7.9,6.6,10.3
2016-12-11,184,8.3,3.3,11.3
2016-12-12,184,12.8,7.9,16.4
2016-12-13,184,12,9,14.4
2016-12-14,184,6.8,5.7,9.1
2016-12-15,184,5.3,3.7,6.4
2016-12-16,184,5.1,3.1,6.4
2016-12-17,184,7.8,4.4,11.7
2016-12-18,184,11.6,5.5,16.8
2016-12-19,184,14.7,12.1,16.9
2016-12-20,184,13.3,11.5,14.9
2016-12-21,184,18.5,13.9,22.3
2016-12-22,184,11.1,9,21.6
2016-12-23,184,7.4,6.1,9.2
2016-12-24,184,6.9,5.9,8
2016-12-25,184,10,5.8,14.5
2016-12-26,184,12.1,8.5,16.7
2016-12-27,184,6.2,3.8,9.1
2016-12-28,184,5.5,3.9,7.9
2016-12-29,184,5.4,4,7.6
2016-12-30,184,5,3.6,7.7
2016-12-31,184,7,3.4,10
2017-01-01,184,9.9,6,13
2017-01-02,184,11.3,9.8,13.8
2017-01-03,184,9.1,6.9,11.7
2017-01-04,184,8.9,6,12.2
2017-01-05,184,11.1,8.4,13.5
2017-01-06,184,11.5,10.4,13.6
2017-01-07,184,11.3,9.9,12.4
2017-01-08,184,10.9,9.9,12.6
2017-01-09,184,8.1,6.4,10
2017-01-10,184,6.4,5.6,7.2
2017-01-11,184,4.6,3.5,5.6
2017-01-12,184,7.4,5.1,10.1
2017-01-13,184,6.5,3.1,10
2017-01-14,184,3.3,1.3,4.6
2017-01-15,184,2.8,0.7,5
2017-01-16,184,4.3,2.3,6.2
2017-01-17,184,5.1,1.7,8.9
2017-01-18,184,6.5,4.6,7.8
2017-01-19,184,6.2,5.1,8.5
2017-01-20,184,3.9,1.1,7.3
2017-01-21,184,4.6,2.5,6.8
2017-01-22,184,3.6,1.5,6.6
2017-01-23,184,2.1,0.7,3.6
2017-01-24,184,3.5,2.3,5.2
2017-01-25,184,3.7,1.7,6.6
2017-01-26,184,5.4,0.7,8.9
2017-01-27,184,6.8,2.1,11.3
2017-01-28,184,7.1,1.1,12.3
2017-01-29,184,11.8,8.2,14.8
2017-01-30,184,3.9,1.7,9.7
2017-01-31,184,3.2,1.4,5.6
2017-02-01,184,4.1,2.5,6.2
2017-02-02,184,4.2,1.3,7.8
2017-02-03,184,6.2,1.9,9.7
2017-02-04,184,10.1,8,12.4
2017-02-05,184,9.1,7.4,11.4
2017-02-06,184,5.3,4.3,7.7
2017-02-07,184,5.6,4,8.7
2017-02-08,184,5.4,3.6,7.5
2017-02-09,184,2.7,0.3,4.6
2017-02-10,184,1.6,-1.1,3.1
2017-02-11,184,3,-0.4,4
2017-02-12,184,4.8,3.1,8
2017-02-13,184,6.8,1.3,10.5
2017-02-14,184,7.1,5.1,9.9
2017-02-15,184,6.9,2.4,11
2017-02-16,184,13.4,5,18.9
2017-02-17,184,9.5,4.3,17.4
2017-02-18,184,4.6,3,7.5
2017-02-19,184,10.1,0.9,17.5
2017-02-20,184,8,2.6,17.9
2017-02-21,184,7.6,2.3,12.7
2017-02-22,184,10.6,6.7,14.4
2017-02-23,184,5,3.1,6.8
2017-02-24,184,5.1,3.1,7.6
2017-02-25,184,8.2,4.8,10.7
2017-02-26,184,8.3,5.7,11.6
2017-02-27,184,7.1,3.7,10.7
2017-02-28,184,8.7,3.9,13.3
2017-03-01,184,10.7,7,15.8
2017-03-02,184,5.7,4.7,8.4
2017-03-03,184,7.4,3,10.8
2017-03-04,184,10.4,6.8,14.4
2017-03-05,184,10,7.7,13.8
2017-03-06,184,6.3,4.3,9.3
2017-03-07,184,5,3.4,8.6
2017-03-08,184,6.1,3.3,8.3
2017-03-09,184,9.8,6.8,13.1
2017-03-10,184,10.2,7.3,13.9
2017-03-11,184,11.1,6.1,14.9
2017-03-12,184,13,8,17.8
2017-03-13,184,10.4,9,12.9
2017-03-14,184,8.9,6.7,12
2017-03-15,184,8.3,6.1,12.4
2017-03-16,184,8.7,5.3,12.1
2017-03-17,184,9.4,5,13.2
2017-03-18,184,10.7,7.1,14.6
2017-03-19,184,12.7,7.4,15.7
2017-03-20,184,11.8,9.9,13.8
2017-03-21,184,9.3,7.4,11.4
2017-03-22,184,9.2,5.3,12
2017-03-23,184,10,8,13.5
2017-03-24,184,11.3,7.4,14.7
2017-03-25,184,9.9,8.3,11.5
2017-03-26,184,8.7,6.8,11.3
2017-03-27,184,10.2,8.2,12.7
2017-03-28,184,11.7,6.9,14.8
2017-03-29,184,14.4,11,17.9
2017-03-30,184,12.8,11.1,15
2017-03-31,184,10.7,9.4,12.9
2017-04-01,184,10.6,9.1,13.4
2017-04-02,184,12,8.8,16.1
2017-04-03,184,13.6,8.5,17.8
2017-04-04,184,14.5,10.5,18.2
2017-04-05,184,18.6,14.7,23.1
2017-04-06,184,16.6,14.1,20.2
2017-04-07,184,14.8,11.4,18.8
2017-04-08,184,14.4,11.3,18.4
2017-04-09,184,13.6,10.8,15.8
2017-04-10,184,13.4,12.3,14.6
2017-04-11,184,12.3,10.6,15.9
2017-04-12,184,13.5,11.4,17.2
2017-04-13,184,16,11.7,20.2
2017-04-14,184,18.3,11.6,24.1
2017-04-15,184,18.9,15.5,22.1
2017-04-16,184,16.6,14,21.8
2017-04-17,184,16.7,12.2,22
2017-04-18,184,16.2,12.3,25
2017-04-19,184,14.9,12.1,18
2017-04-20,184,15,13.3,18.2
2017-04-21,184,14.3,12.3,17.3
2017-04-22,184,13.9,11,17.4
2017-04-23,184,14.4,10.2,17.6
2017-04-24,184,17.2,12,22
2017-04-25,184,18.3,15.7,21.3
2017-04-26,184,15.6,13.6,18.4
2017-04-27,184,14.5,12.2,17.8
2017-04-28,184,18.4,14.1,21.8
2017-04-29,184,19.6,15.5,24.1
2017-04-30,184,24.5,20.2,27.6
2017-05-01,184,18.2,15.1,23.1
2017-05-02,184,18.1,16.5,21.5
2017-05-03,184,19.7,15.5,25.3
2017-05-04,184,20.8,16.7,26.9
2017-05-05,184,20.5,17.1,25.1
2017-05-06,184,16.7,15.2,20.3
2017-05-07,184,20,14.7,24.4
2017-05-08,184,18.6,16.5,22.1
2017-05-09,184,16.3,14.2,19.4
2017-05-10,184,15.8,14.2,18.6
2017-05-11,184,23.7,15.1,28.1
2017-05-12,184,17.9,15.6,20.7
2017-05-13,184,18.7,15.1,23.1
2017-05-14,184,17.2,13.7,23.2
2017-05-15,184,17.5,14.5,21.3
2017-05-16,184,17.8,15,20.3
2017-05-17,184,18.9,15.6,21.4
2017-05-18,184,20,16,23.6
2017-05-19,184,20.2,16.9,24.3
2017-05-20,184,20.2,17.7,23.7
2017-05-21,184,21.8,17.8,27.8
2017-05-22,184,22,17.6,27.5
2017-05-23,184,20.9,18.1,26.6
2017-05-24,184,20,18.2,23.2
2017-05-25,184,20,16.3,25.1
2017-05-26,184,17.5,14.8,21.4
2017-05-27,184,17.8,13.6,21.5
2017-05-28,184,20.6,16.8,23.3
2017-05-29,184,22.8,18.3,27.1
2017-05-30,184,22.6,19.4,26.8
2017-05-31,184,21.9,18.5,26.3
2017-06-01,184,21.2,18.3,25.4
2017-06-02,184,20.2,17.2,25.6
2017-06-03,184,20.4,17.5,24.1
2017-06-04,184,20.3,16.7,23
2017-06-05,184,21.9,19.4,27.1
2017-06-06,184,20.9,18.9,24.9
2017-06-07,184,19.9,17.9,25.1
2017-06-08,184,20.4,17.5,24.8
2017-06-09,184,23.4,18.9,26.9
2017-06-10,184,22.9,20.4,25.7
2017-06-11,184,21.6,19.9,26.2
2017-06-12,184,20.5,18.9,23.3
2017-06-13,184,19.1,17.7,21.3
2017-06-14,184,20.1,17.3,24.8
2017-06-15,184,21.9,17.8,26.2
2017-06-16,184,22.2,20.5,24.7
2017-06-17,184,21.7,19.3,25.1
2017-06-18,184,23,20.2,28
2017-06-19,184,23.4,20.9,26
2017-06-20,184,22.3,19.6,24.4
2017-06-21,184,22.3,19.7,25.8
2017-06-22,184,23.1,20.8,26.6
2017-06-23,184,23.1,21.2,25.8
2017-06-24,184,22.5,21.2,24.5
2017-06-25,184,23.4,21.1,25.8
2017-06-26,184,23.4,21.6,26.4
2017-06-27,184,23.2,21.6,25.5
2017-06-28,184,24.1,21,26.4
2017-06-29,184,22.1,21,23.2
2017-06-30,184,24,21.9,26.8
2017-07-01,184,26.6,23.1,28.9
2017-07-02,184,30.3,24.8,34.7
2017-07-03,184,28.9,26.1,33.4
2017-07-04,184,28.9,25.5,33.9
2017-07-05,184,28.2,26.1,31.9
2017-07-06,184,27.9,26,32.9
2017-07-07,184,29.2,25.6,31.6
2017-07-08,184,28.2,24,32
2017-07-09,184,28.2,26.1,30.2
2017-07-10,184,30.3,27.5,34.1
2017-07-11,184,26,24.2,28.3
2017-07-12,184,26.8,24.6,29.3
2017-07-13,184,27.4,24.8,30.8
2017-07-14,184,28.8,26,30.7
2017-07-15,184,29.2,27.4,32.5
2017-07-16,184,30,27.1,35.5
2017-07-17,184,30.8,28.1,34.5
2017-07-18,184,29.2,26.7,31.3
2017-07-19,184,29.1,26.3,32.3
2017-07-20,184,31.1,27.9,34.8
2017-07-21,184,32.1,28.6,37
2017-07-22,184,30.1,27.9,34.2
2017-07-23,184,31,28.2,33.9
2017-07-24,184,31.8,29.4,34.9
2017-07-25,184,30.7,27.9,34.4
2017-07-26,184,26.8,25.5,28.8
2017-07-27,184,28.3,26.1,31.9
2017-07-28,184,28.7,25.2,32
2017-07-29,184,29.2,27.6,32
2017-07-30,184,30.6,27.7,34
2017-07-31,184,30.6,28.2,36.3
2017-08-01,184,31,28.3,35.7
2017-08-02,184,29.6,28.2,32.9
2017-08-03,184,30.5,26.8,35.3
2017-08-04,184,29.7,28.1,32.5
2017-08-05,184,29.9,28.4,32.7
2017-08-06,184,30.2,28.7,33.1
2017-08-07,184,30.9,28.6,34
2017-08-08,184,29.5,24.7,32.8
2017-08-09,184,29.2,26,31.8
2017-08-10,184,28.7,27.2,32
2017-08-11,184,28.8,26.5,31.6
2017-08-12,184,28.7,26.6,32.7
2017-08-13,184,27.7,26.8,30
2017-08-14,184,28.7,25.2,32.5
2017-08-15,184,28.9,27.3,32.8
2017-08-16,184,28.3,26.2,31.2
2017-08-17,184,27.7,25.2,30.6
2017-08-18,184,27.2,24.6,29.7
2017-08-19,184,27.6,25.3,33
2017-08-20,184,28.9,25.9,33.3
2017-08-21,184,28,23.9,31.7
2017-08-22,184,30,26.8,32.8
2017-08-23,184,30.7,28,33.1
2017-08-24,184,31.5,28.5,35.7
2017-08-25,184,29.6,27.9,32.5
2017-08-26,184,27.2,24.4,29.8
2017-08-27,184,26.6,22.7,29.7
2017-08-28,184,28.8,24.6,33.5
2017-08-29,184,26.6,23.3,28.9
2017-08-30,184,24.2,22.1,26.7
2017-08-31,184,24.3,22.7,27.4
2017-09-01,184,25.1,23.3,27.6
2017-09-02,184,23.5,21.9,25.8
2017-09-03,184,24.4,21.9,26.8
2017-09-04,184,24.5,23.6,26
2017-09-05,184,25.9,23,28.5
2017-09-06,184,27.9,24.5,32.1
2017-09-07,184,22.7,20.3,24.6
2017-09-08,184,23.7,21.2,27.1
2017-09-09,184,24.7,21,27.9
2017-09-10,184,25.9,22.2,30.3
2017-09-11,184,25.3,22.6,29.1
2017-09-12,184,24.5,22.3,27.6
2017-09-13,184,23.9,19.7,27.3
2017-09-14,184,24.2,21.8,26.7
2017-09-15,184,23.7,23,25
2017-09-16,184,23.3,22.7,23.5
2017-09-17,184,23.3,21.6,26.3
2017-09-18,184,23.5,20.5,26.9
2017-09-19,184,24.9,21.8,29.9
2017-09-20,184,23.9,21.5,26.2
2017-09-21,184,21.9,19,24.6
2017-09-22,184,23.6,21.6,28.1
2017-09-23,184,22.5,20.6,26.6
2017-09-24,184,23.7,20.4,29.2
2017-09-25,184,24.9,21.9,28.5
2017-09-26,184,25.8,23.9,29.6
2017-09-27,184,23.5,21.4,25.6
2017-09-28,184,22.9,21,26.2
2017-09-29,184,20.8,18.5,24.2
2017-09-30,184,22.6,18,28.2
2017-10-01,184,23.2,19.9,27
2017-10-02,184,22.6,21.1,26.2
2017-10-03,184,21.4,19.4,24
2017-10-04,184,20.9,19.1,23.1
2017-10-05,184,20.7,17.1,22.5
2017-10-06,184,20.7,17,23.1
2017-10-07,184,21.3,20.4,22.9
2017-10-08,184,22.8,19.7,25.2
2017-10-09,184,23.4,19.7,25.9
2017-10-10,184,24.2,21.7,27.4
2017-10-11,184,20.9,18.1,25.7
2017-10-12,184,17.5,15.7,18.7
2017-10-13,184,17.6,15.2,19.8
2017-10-14,184,18.6,17.1,20.4
2017-10-15,184,18.1,16,20.1
2017-10-16,184,18,16.7,20.3
2017-10-17,184,19.7,17.2,20.7
2017-10-18,184,19.5,19,20.4
2017-10-19,184,18.6,16.4,20.3
2017-10-20,184,19.2,16,22.1
2017-10-21,184,19.7,17.9,22
2017-10-22,184,19.8,18.7,21.4
2017-10-23,184,17.9,15.5,20.4
2017-10-24,184,17.5,14.3,21
2017-10-25,184,16.3,13.6,19.6
2017-10-26,184,17.2,12.9,21
2017-10-27,184,18.4,15.6,21
2017-10-28,184,19.7,17.8,20.5
2017-10-29,184,16.8,13.3,20.5
2017-10-30,184,13.2,10.6,16.2
2017-10-31,184,13.4,9.8,17.6
2017-11-01,184,14.1,10.8,18.5
2017-11-02,184,15.6,12.2,19.6
2017-11-03,184,16.1,12.9,21.2
2017-11-04,184,11.7,8.9,13.8
2017-11-05,184,11.8,8.7,15.5
2017-11-06,184,15.8,10.1,19.8
2017-11-07,184,19.8,15.7,23.8
