기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 고창
기간 : 20160101~20200928

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2016-09-24,172,20.3,14.1,27.8
2016-09-25,172,21.1,16.3,28.6
2016-09-26,172,23.1,18.4,29.6
2016-09-27,172,25.1,21.2,31.1
2016-09-28,172,20.7,19,23.4
2016-09-29,172,21.1,19.7,24.3
2016-09-30,172,18.6,17.3,20.3
2016-10-01,172,19.5,17.2,21.5
2016-10-02,172,23,18.9,26.8
2016-10-03,172,22.7,20.3,24.9
2016-10-04,172,23.5,18.7,30.3
2016-10-05,172,20.4,18,24.8
2016-10-06,172,18.5,14.2,23.6
2016-10-07,172,17.2,12.8,21.8
2016-10-08,172,18,15.4,21.3
2016-10-09,172,13.2,10.2,17.1
2016-10-10,172,13.2,8.3,17.8
2016-10-11,172,14.2,10.7,20.2
2016-10-12,172,14.8,11.1,21.6
2016-10-13,172,14.1,10.8,18.4
2016-10-14,172,15.8,9.3,24.5
2016-10-15,172,17,9.6,25.6
2016-10-16,172,16.7,14.4,18.1
2016-10-17,172,17.9,14.1,22.1
2016-10-18,172,16.2,12.1,22.9
2016-10-19,172,16.4,12.3,23
2016-10-20,172,16.1,11.3,20.9
2016-10-21,172,17.3,15,19.8
2016-10-22,172,17.5,14.9,21.7
2016-10-23,172,16.5,13.5,22
2016-10-24,172,16.2,13.1,19.1
2016-10-25,172,16.3,11.8,20.3
2016-10-26,172,14.6,10.3,19.7
2016-10-27,172,15.3,11,18.7
2016-10-28,172,14.8,13.5,16.5
2016-10-29,172,10.7,7.1,14.2
2016-10-30,172,8.3,4,14.6
2016-10-31,172,9.8,4.9,15.6
2016-11-01,172,5.9,2.7,9.6
2016-11-02,172,6,0.7,12.4
2016-11-03,172,8.9,3,15.9
2016-11-04,172,11.2,3.3,17.9
2016-11-05,172,14.4,9,20.7
2016-11-06,172,13.9,7.5,20.9
2016-11-07,172,15.2,11.7,19.6
2016-11-08,172,8.6,4.3,12.1
2016-11-09,172,4.3,0.1,8.8
2016-11-10,172,6.8,3.5,11.4
2016-11-11,172,10.1,4,15.3
2016-11-12,172,13.1,5.3,19.2
2016-11-13,172,15.9,9.2,19.7
2016-11-14,172,16.3,14.3,18.5
2016-11-15,172,9.4,4.2,14.5
2016-11-16,172,7,-0.2,13.6
2016-11-17,172,10.9,5.5,17.8
2016-11-18,172,11.8,6.2,17.5
2016-11-19,172,14.2,11.9,16.2
2016-11-20,172,12.4,7.5,16
2016-11-21,172,12.5,8.6,17.6
2016-11-22,172,6.9,2.9,11.8
2016-11-23,172,2.9,-0.4,6.7
2016-11-24,172,2.1,-0.8,5.5
2016-11-25,172,3.8,-0.4,9
2016-11-26,172,2.4,-2.1,6
2016-11-27,172,5.4,0.6,11.2
2016-11-28,172,5.6,0.5,8.4
2016-11-29,172,3.9,-0.3,9.7
2016-11-30,172,5.4,-0.4,11.9
2016-12-01,172,7.1,3.1,11.1
2016-12-02,172,3.3,-0.9,9.4
2016-12-03,172,3.5,-2.5,11.1
2016-12-04,172,6.6,0.6,11.4
2016-12-05,172,9.3,6.4,14.7
2016-12-06,172,2.5,-3.4,7.1
2016-12-07,172,3.5,-4.6,9.5
2016-12-08,172,5.4,-3,11.3
2016-12-09,172,5.7,0.2,10.2
2016-12-10,172,1.3,-2.9,6.2
2016-12-11,172,1,-2.9,6.6
2016-12-12,172,5.8,-1.4,13.2
2016-12-13,172,5.9,2.4,8.9
2016-12-14,172,2.6,0.6,4.4
2016-12-15,172,0.5,-1.3,2
2016-12-16,172,0,-3.2,3.5
2016-12-17,172,3.7,-0.6,10.8
2016-12-18,172,7,-0.9,12.5
2016-12-19,172,11.5,7.8,13.8
2016-12-20,172,8.3,3.1,12.9
2016-12-21,172,12.1,2.6,19
2016-12-22,172,8.2,5.6,18.6
2016-12-23,172,3,1.7,5.6
2016-12-24,172,1.4,-0.6,4.4
2016-12-25,172,3.4,-3.3,10.4
2016-12-26,172,4.9,4,6
2016-12-27,172,2.3,-1.9,5.3
2016-12-28,172,-1.1,-5.4,4.3
2016-12-29,172,,-2.6,2.3
2016-12-30,172,-1.2,-4.8,3.9
2016-12-31,172,0.6,-4.8,5.8
2017-01-01,172,3.7,-1.3,10.8
2017-01-02,172,5.6,0.2,12.9
2017-01-03,172,3.6,-1,9.6
2017-01-04,172,3,-2.8,10.9
2017-01-05,172,4.7,-2.2,9.8
2017-01-06,172,6.8,0.9,12.7
2017-01-07,172,5.3,-0.9,9.8
2017-01-08,172,7.5,5.1,13.2
2017-01-09,172,4.2,-1.2,7.1
2017-01-10,172,2.1,-0.8,5.8
2017-01-11,172,-1,-4.7,3.1
2017-01-12,172,2,-3.2,7.3
2017-01-13,172,-1.2,-5.3,5.7
2017-01-14,172,-3.5,-5.2,-1.3
2017-01-15,172,-4.2,-8.4,0.6
2017-01-16,172,-2.4,-7.2,4.1
2017-01-17,172,-2,-7.7,5.2
2017-01-18,172,0.7,-5.1,6.5
2017-01-19,172,0.4,-3.4,5.5
2017-01-20,172,-0.3,-2.2,3.1
2017-01-21,172,-0.4,-3,2.4
2017-01-22,172,-2.1,-5.5,1.8
2017-01-23,172,-4.8,-7.6,-2.1
2017-01-24,172,-3.2,-6.9,1.1
2017-01-25,172,-2.8,-6,1.5
2017-01-26,172,-0.3,-9.4,6.4
2017-01-27,172,1.2,-3.9,6.4
2017-01-28,172,1.8,-6.7,9.7
2017-01-29,172,5.7,1.7,11.6
2017-01-30,172,-0.8,-4.6,3.2
2017-01-31,172,-2.5,-7.6,2.7
2017-02-01,172,-1.5,-5.1,3.6
2017-02-02,172,-1.6,-6.1,4.8
2017-02-03,172,1,-5.5,8.2
2017-02-04,172,5.3,-0.3,11.8
2017-02-05,172,4.9,3.7,6.1
2017-02-06,172,0.8,-1.8,4
2017-02-07,172,0.1,-2.9,6.3
2017-02-08,172,0.8,-2.1,3.7
2017-02-09,172,-1.3,-3.7,0.9
2017-02-10,172,-3.4,-5.7,-2.3
2017-02-11,172,-2,-5.9,0.3
2017-02-12,172,0.3,-3.6,3.9
2017-02-13,172,1.8,-6.1,7.6
2017-02-14,172,1.9,-3,6.1
2017-02-15,172,1.4,-5.9,11
2017-02-16,172,8.4,-3.3,14
2017-02-17,172,3.4,-1.3,12.2
2017-02-18,172,-0.6,-4.5,4.4
2017-02-19,172,5.3,-6.4,12.5
2017-02-20,172,1.6,-3.5,12.4
2017-02-21,172,1.1,-6.5,8.1
2017-02-22,172,6.3,2.3,9.2
2017-02-23,172,1.1,-0.9,2.9
2017-02-24,172,0.4,-2.8,4.7
2017-02-25,172,2.8,-2.2,8.5
2017-02-26,172,2.6,-2.7,9.7
2017-02-27,172,2.3,-3.6,10.3
2017-02-28,172,3.7,-4.4,12.6
2017-03-01,172,6.4,-0.6,13.1
2017-03-02,172,1.8,-2.3,6.3
2017-03-03,172,2.5,-4.5,11.9
2017-03-04,172,4,-2.7,12.6
2017-03-05,172,4.8,-1.7,13.7
2017-03-06,172,1.7,-2.7,5.7
2017-03-07,172,-0.3,-5.1,3.2
2017-03-08,172,2.5,-1.1,6.8
2017-03-09,172,5.5,-1.8,11.6
2017-03-10,172,3.9,-2,12.6
2017-03-11,172,6,-3.8,16.4
2017-03-12,172,6.7,-2.2,17.4
2017-03-13,172,6,2,11.6
2017-03-14,172,3.7,-1.8,8.7
2017-03-15,172,3.1,-3.7,10.6
2017-03-16,172,3.3,-3.4,11.7
2017-03-17,172,4.6,-4.8,14.4
2017-03-18,172,6.4,-0.2,16.8
2017-03-19,172,7.7,-1.3,18.2
2017-03-20,172,7.1,0.4,12.7
2017-03-21,172,5.6,0.7,8.5
2017-03-22,172,5.1,-1.7,13
2017-03-23,172,7.4,1.9,14.7
2017-03-24,172,6.3,-0.3,13.4
2017-03-25,172,6.5,2.9,11.2
2017-03-26,172,6.1,1,11.2
2017-03-27,172,6.6,4,10.9
2017-03-28,172,6.1,-1.3,15.2
2017-03-29,172,8.2,4.6,12.8
2017-03-30,172,8.5,-1.2,17.6
2017-03-31,172,8.8,6,14.7
2017-04-01,172,7.8,3.8,12.7
2017-04-02,172,6.8,-2.2,14.7
2017-04-03,172,9.1,-1.2,18.3
2017-04-04,172,12.3,2.6,22.3
2017-04-05,172,14.7,9.6,16.2
2017-04-06,172,12.2,8.6,15.6
2017-04-07,172,11.8,7.8,21.4
2017-04-08,172,10.6,6.9,20.3
2017-04-09,172,13.2,7.6,21.1
2017-04-10,172,14.5,9.5,21.5
2017-04-11,172,10.5,8,15.6
2017-04-12,172,10.5,4.9,17.1
2017-04-13,172,12.2,2.6,18.8
2017-04-14,172,15.2,11.5,19.8
2017-04-15,172,16.9,11.6,24.7
2017-04-16,172,16.2,9.6,27.4
2017-04-17,172,15,9.5,18.9
2017-04-18,172,12.8,8.2,21.3
2017-04-19,172,11.8,5.4,17.3
2017-04-20,172,11.5,7.3,16
2017-04-21,172,11.9,6.1,19
2017-04-22,172,11.3,5.6,19.2
2017-04-23,172,12.5,3,21.8
2017-04-24,172,15.2,4.5,22.6
2017-04-25,172,17,11.9,22.2
2017-04-26,172,14.2,8.4,19.7
2017-04-27,172,12.3,5.1,18.2
2017-04-28,172,14.6,6.3,23.7
2017-04-29,172,17.5,6.4,25.6
2017-04-30,172,19.3,15,24.6
2017-05-01,172,17.9,10.2,27
2017-05-02,172,18.4,11.5,27
2017-05-03,172,18.5,8.6,27.6
2017-05-04,172,18.6,11.2,26.9
2017-05-05,172,18.1,15.1,23.9
2017-05-06,172,14.3,9.2,21.3
2017-05-07,172,15.8,8.1,21.6
2017-05-08,172,17.3,9.8,23.3
2017-05-09,172,14,11.7,16.7
2017-05-10,172,15.1,13.4,18.2
2017-05-11,172,21.3,15.3,27.8
2017-05-12,172,19.6,14.8,22.6
2017-05-13,172,18,13,25.1
2017-05-14,172,14.6,9.6,20.7
2017-05-15,172,14.8,8.2,21.1
2017-05-16,172,15.9,9.3,22.3
2017-05-17,172,16.7,11.1,24.2
2017-05-18,172,18.5,9.9,26.2
2017-05-19,172,19.1,11.3,28.5
2017-05-20,172,18.3,11.1,25.5
2017-05-21,172,19,11.5,26.2
2017-05-22,172,20.5,12.7,27.3
2017-05-23,172,20.1,14.2,26.3
2017-05-24,172,19.3,15,23.6
2017-05-25,172,17.3,11.9,26.9
2017-05-26,172,15.7,11.4,19.8
2017-05-27,172,16.5,9.1,24.4
2017-05-28,172,20.9,12.6,28.6
2017-05-29,172,22.1,14.9,30.4
2017-05-30,172,21.6,14,30.8
2017-05-31,172,22,17,25.4
2017-06-01,172,19.3,13.7,23.3
2017-06-02,172,17.5,11.2,24.2
2017-06-03,172,18,13.8,23.5
2017-06-04,172,18.9,10.8,27
2017-06-05,172,21.5,12.7,29.5
2017-06-06,172,19.3,16.2,22.1
2017-06-07,172,17.8,16.1,19.7
2017-06-08,172,19,15.5,24.6
2017-06-09,172,20.9,13.6,27.9
2017-06-10,172,21.6,17.7,26.8
2017-06-11,172,22,16.2,28.4
2017-06-12,172,20.9,16.4,26.4
2017-06-13,172,20,15.3,27.6
2017-06-14,172,19.1,13.5,25
2017-06-15,172,21.2,14.9,28
2017-06-16,172,22.6,16,30.2
2017-06-17,172,22.2,16.6,30.6
2017-06-18,172,22,15.6,30
2017-06-19,172,23,15.6,30.5
2017-06-20,172,22.9,17.4,26.9
2017-06-21,172,22.9,19.5,27.4
2017-06-22,172,23.2,19,28.5
2017-06-23,172,24.1,18.2,31.7
2017-06-24,172,22.8,19.6,29.7
2017-06-25,172,23.1,18.2,28.8
2017-06-26,172,22.8,21,25.6
2017-06-27,172,23.3,21.2,29.2
2017-06-28,172,23.9,19.4,30.9
2017-06-29,172,24.1,21.3,28.2
2017-06-30,172,24.7,21.8,28.9
2017-07-01,172,26,23.3,30.1
2017-07-02,172,26.8,25.3,29.3
2017-07-03,172,26.5,24.8,29.4
2017-07-04,172,25.6,24.4,27.8
2017-07-05,172,26.8,24.1,31.9
2017-07-06,172,26.4,24.8,30.2
2017-07-07,172,27.6,24.8,31
2017-07-08,172,26.7,22.5,30
2017-07-09,172,27.7,24.3,31.4
2017-07-10,172,26.9,24.7,29.5
2017-07-11,172,25.7,23.4,29.5
2017-07-12,172,25.8,21.8,31.9
2017-07-13,172,26.8,22,32.5
2017-07-14,172,26.6,24.4,32
2017-07-15,172,25.3,22.1,27.7
2017-07-16,172,28.1,26.5,31.1
2017-07-17,172,25.5,22.4,29.7
2017-07-18,172,25.9,23.3,29.6
2017-07-19,172,26.8,23.9,31.5
2017-07-20,172,28.4,23,33.4
2017-07-21,172,29.8,26.3,34.5
2017-07-22,172,28.8,25.7,32.7
2017-07-23,172,28.4,25.7,31.3
2017-07-24,172,29.3,26.1,32.8
2017-07-25,172,27.4,24.9,30.3
2017-07-26,172,27.8,24.9,32.6
2017-07-27,172,27.3,22.6,33.8
2017-07-28,172,27,22.4,31.5
2017-07-29,172,27.7,25.4,31.2
2017-07-30,172,26.8,24.1,31.2
2017-07-31,172,25.6,24,27
2017-08-01,172,28.6,23.3,34.1
2017-08-02,172,28.1,25.1,33.2
2017-08-03,172,28.6,24.6,32.5
2017-08-04,172,29,23.8,35
2017-08-05,172,30.1,24.6,35.3
2017-08-06,172,29.3,25.1,35.2
2017-08-07,172,28.4,24.8,33.6
2017-08-08,172,27.8,25.2,32.6
2017-08-09,172,25.5,23.9,28
2017-08-10,172,26.5,23.3,30.8
2017-08-11,172,26.1,21.4,31.9
2017-08-12,172,26.2,22.6,31.8
2017-08-13,172,23.6,21.3,25.5
2017-08-14,172,24.2,22.1,26.4
2017-08-15,172,24.9,23.5,27.3
2017-08-16,172,25.7,23.3,29
2017-08-17,172,25,21.9,29.4
2017-08-18,172,25.2,20.5,30.4
2017-08-19,172,25.8,20.6,29.1
2017-08-20,172,25.7,23.4,30.1
2017-08-21,172,25.7,23.3,29.4
2017-08-22,172,27.5,24.5,31.5
2017-08-23,172,28.9,26,33
2017-08-24,172,28.7,26,31.9
2017-08-25,172,26.2,21.6,32
2017-08-26,172,23.6,19,29.3
2017-08-27,172,23,16.3,30.4
2017-08-28,172,25.1,18.4,29.6
2017-08-29,172,21.6,17.4,26.3
2017-08-30,172,18.2,16.2,21.9
2017-08-31,172,20.9,14.5,27.3
2017-09-01,172,22,16.9,28.3
2017-09-02,172,20.8,15.3,26.9
2017-09-03,172,21.9,15.7,28.5
2017-09-04,172,22.1,18.8,26.7
2017-09-05,172,20.4,18.7,21.2
2017-09-06,172,20.3,18.2,23
2017-09-07,172,21.3,18.1,26
2017-09-08,172,21.5,18,27.2
2017-09-09,172,21.8,16.8,29.3
2017-09-10,172,22.9,17.1,29.2
2017-09-11,172,20,17.6,22.4
2017-09-12,172,20.7,15.5,26.9
2017-09-13,172,19.5,13.4,27.3
2017-09-14,172,20.5,12.4,28.2
2017-09-15,172,20.3,15.6,26
2017-09-16,172,19.3,13.9,25.6
2017-09-17,172,20.7,15.9,27.3
2017-09-18,172,20.5,15,25.8
2017-09-19,172,23.4,18.6,27.5
2017-09-20,172,19.4,12.6,22.9
2017-09-21,172,17.8,10.5,25.6
2017-09-22,172,18.8,13.3,26.3
2017-09-23,172,20.2,14.6,26.1
2017-09-24,172,21.4,16.7,29.1
2017-09-25,172,22.2,16.1,29.6
2017-09-26,172,24.5,18.4,30.1
2017-09-27,172,19.3,17.4,23.1
2017-09-28,172,19.1,15,24.1
2017-09-29,172,15.8,10.8,21.5
2017-09-30,172,18.1,8.6,27.1
2017-10-01,172,19.5,16.2,22.6
2017-10-02,172,19.6,17.4,22.9
2017-10-03,172,17.5,13.9,23
2017-10-04,172,16.9,12.3,22.7
2017-10-05,172,17.1,14.9,20.5
2017-10-06,172,16.4,14.4,18.1
2017-10-07,172,18.7,14.7,23.9
2017-10-08,172,20,15.2,26.6
2017-10-09,172,20.7,15,27.4
2017-10-10,172,21.3,15.5,27
2017-10-11,172,17,14.1,21
2017-10-12,172,11.7,8.6,14.3
2017-10-13,172,12.8,6.9,18.5
2017-10-14,172,15,9.8,20.7
2017-10-15,172,14.8,11.5,18.4
2017-10-16,172,15.7,13.3,20.1
2017-10-17,172,14.8,9.9,21.5
2017-10-18,172,15.9,12,20.3
2017-10-19,172,15.4,11.3,21.1
2017-10-20,172,15.1,8.8,22.7
2017-10-21,172,15.8,9.8,23
2017-10-22,172,15.8,9.1,22.5
2017-10-23,172,13,8.2,19.2
2017-10-24,172,12.4,7.4,19.2
2017-10-25,172,11.1,5.1,18.9
2017-10-26,172,12.1,4.9,20.8
2017-10-27,172,13.5,8.1,21.4
